stage ,Check_id,check_desc,stratum1,stratum2,stratum3,stratum4,stratum5,ºñ°í,dq_category,dq_subcategory,dq_severity,origin_tool,comment,,
META ,209 ,date interval check between orddate and acting date ,dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,209 ,date interval check between orddate and acting date ,dev_procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,210 ,date interval check between acept date and exec date ,dev_measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,210 ,date interval check between acept date and exec date ,dev_specimen,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,211 ,insufficient facts for visits,condition_occurrence,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,device_exposure,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,drug_exposure,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,measurement,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,note,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,observation,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,procedure_occurrence,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,visit_detail,,,,,,conformance,relation,,DQ tool kit,,,
CDM,211 ,insufficient facts for visits,visit_occurrence,,,,,,conformance,relation,,DQ tool kit,,,
META ,212 ,insufficient facts for visits,Dev_clinicalnote,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_cost,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_device,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_Diagnosis,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_Drug,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_Measurement ,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_Observation,,,,,,conformance ,relation,,DQUEEN,,,
META ,212 ,insufficient facts for visits,Dev_Procedure,,,,,,conformance ,relation,,DQUEEN,,,
CDM,213 ,check the futrue data ( > sys.date()),condition_era,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),condition_occurrence,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),cost,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),death,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),device_exposure,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),dose_era,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),drug_era,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),drug_exposure,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),measurement,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),note,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),note_nlp,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),observation,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),observation_period,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),payer_plan_period,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),person,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),procedure_occurrence,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),provider,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),specimen,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),visit_detail,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,213 ,check the futrue data ( > sys.date()),visit_occurrence,,,,,,plausibility,Atemporal,,DQ-tool kit,,,
CDM,214 ,year of birth should not be in the future€,person,,,,,,plausibility,Atemporal,,Achilles,,,
META ,215 ,year of birth should not be in the future€,dev_person,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,216 ,age < 0,person,,,,,,plausibility,Atemporal,,Achilles,,,
META ,217 ,age < 0,dev_person,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,218 ,age > sys.date  or operation end date ,person,,,,,,plausibility,Atemporal,,Achilles,,,
META ,219 ,age > sys.date  or operation end date ,dev_person,,,,,,plausibility,Atemporal,,Achilles,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_clinicalnote,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_cost,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Death,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_device,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Diagnosis,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Measurement ,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Observation,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_payer,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_period,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Person,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_provider,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_siteinfo,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Specimen ,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,220 ,check the futrue data ( > sys.date()),Dev_Visit,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),condition_era,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),condition_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),cost,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),death,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),device_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),dose_era,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),drug_era,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),drug_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),note,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),note_nlp,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),observation,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),observation_period,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),payer_plan_period,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),person,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),procedure_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),provider,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),specimen,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),visit_detail,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,221 ,check the futrue data ( > operation end date),visit_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_clinicalnote,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_cost,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Death,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_device,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Diagnosis,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Measurement ,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Observation,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_payer,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_period,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Person,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_provider,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_siteinfo,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,222 ,check the futrue data ( > operation end date),Dev_Specimen ,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,223 ,identifies dates that occur impossibly far in the past,condition_era,,,,,,plausibility,Atemporal,,DQ tool kit,standard:,,
CDM,223 ,identifies dates that occur impossibly far in the past,condition_occurrence,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,cost,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,death,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,device_exposure,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,dose_era,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,drug_era,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,drug_exposure,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,measurement,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,note,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,note_nlp,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,observation,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,observation_period,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,payer_plan_period,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,person,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,procedure_occurrence,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,provider,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,specimen,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,visit_detail,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,223 ,identifies dates that occur impossibly far in the past,visit_occurrence,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_clinicalnote,,,,,,plausibility,Atemporal,,DQ tool kit,standard:,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_cost,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Death,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_device,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Diagnosis,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Drug,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Measurement ,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Observation,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_payer,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_period,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Person,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Procedure,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_provider,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_siteinfo,,,,,,plausibility,Atemporal,,DQ tool kit,,,
META ,224 ,identifies dates that occur impossibly far in the past,Dev_Specimen ,,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,225 ,year of birth < 1800,person,,,,,,plausibility,Atemporal,,Achilles,,,
META ,226 ,year of birth < 1800,dev_person,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,227 ,age > 150,person,,,,,,plausibility,Atemporal,,Achilles,,,
META ,228 ,age > 150,dev_person,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,condition_era,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,condition_occurrence,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,cost,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,death,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,device_exposure,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,dose_era,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,drug_era,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,drug_exposure,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,measurement,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,note,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,note_nlp,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,observation,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,observation_period,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,payer_plan_period,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,procedure_occurrence,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,provider,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,specimen,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,visit_detail,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,229 ,data check before the year of birth,visit_occurrence,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_clinicalnote,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_cost,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Death,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_device,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Diagnosis,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Drug,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Measurement ,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Observation,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_payer,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_period,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Procedure,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_provider,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_siteinfo,,,,,,plausibility,Atemporal,,Achilles,,,
META ,230 ,data check before the year of birth,Dev_Specimen ,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,231 ,death must be greater than birth date ,death,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,231 ,death must be greater than birth date ,person,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,232 ,death must be greater than birth date ,dev_death,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,232 ,death must be greater than birth date ,dev_person,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,233 ,death distributions where max should not be positive (using anlyses 511;512;513;514;515),condition_occurrence,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,233 ,death distributions where max should not be positive (using anlyses 511;512;513;514;515),drug_exposure,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,233 ,death distributions where max should not be positive (using anlyses 511;512;513;514;515),observation_date,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,233 ,death distributions where max should not be positive (using anlyses 511;512;513;514;515),procedure_start_date,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,233 ,death distributions where max should not be positive (using anlyses 511;512;513;514;515),visit_occurrence,,,,,,plausibility,Atemporal,,Achilles,,,
CDM & META,234 ,"Comparison of new load to old load (Number of observations, Number of unique patients, Number of tables with rows)",past data,past data,load data ,,,,plausibility,Atemporal,,Dqe-c,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,condition_occurrence,dev_diagnosis,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,cost,dev_cost,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,death,dev_death,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,device_exposure,dev_device,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,drug_exposure,dev_drug,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,measurement,dev_measurement,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,note,dev_clinicalnote,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,observation,dev_observation,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,observation_period,dev_period,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,payer_plan_period,dev_payer,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,procedure_occurrence,dev_procedure,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,provider,dev_provider,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,specimen,dev_secimen,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,visit_detail,dev_visit,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM & META,235 ,identifies number of records with missingness outside of expected limits,visit_occurrence,dev_vist,,,,,plausibility,Atemporal,,DQ tool kit,,,
CDM,236 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",condition_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,236 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",drug_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,236 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,236 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",person,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,236 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",procedure_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,236 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",visit_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,237 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",dev_diagnosis,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,237 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,237 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",dev_measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,237 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",dev_person,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,237 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",dev_procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,237 ,"identifies patients, visits, or providers that have an exceptionally high number of facts",dev_visit,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,238 ,Too high Born to Deceased Ratio in some years,death,,,,,,plausibility,Atemporal,,Achilles,ºÐÀÚ*1.0/»ç¸Á´ëºñ Ãâ»êÀ² > 30000/,,
CDM,238 ,Too high Born to Deceased Ratio in some years,person,,,,,,plausibility,Atemporal,,Achilles,death : birth proportion check ,,
CDM,239 ,This rules fires if data indicate a high number of patients and only a few providers exist.€,person,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,239 ,This rules fires if data indicate a high number of patients and only a few providers exist.€,provider ,,,,,,plausibility,Atemporal,,Achilles,,,
CDM,240 ,Percentage of patients with no visits exceeds threshold,person,,,,,,Plausibility,Atemporal,,Achilles,,,
CDM,240 ,Percentage of patients with no visits exceeds threshold,visit_occurrence,,,,,,Plausibility,Atemporal,,Achilles,,,
META ,241 ,Percentage of patients with no visits exceeds threshold,dev_person,,,,,,Plausibility,Atemporal,,Achilles,,,
META ,241 ,Percentage of patients with no visits exceeds threshold,dev_visit,,,,,,Plausibility,Atemporal,,Achilles,,,
CDM,242 ,diagnosis check by age - infant disease,condition_occurrence,,,,,,,,,,,,
CDM,243 ,diagnosis check by age - pediatric disease  ,condition_occurrence,,,,,,,,,,,,
CDM,244 ,diagnosis check by age - adult disease,condition_occurrence,,,,,,,,,,,,
CDM,245 ,diagnosis check by age - geriatric pediatric disease  ,condition_occurrence,,,,,,,,,,,,
CDM,246 ,diagnosis check by gender - male disease,condition_occurrence,,,,,,,,,,,,
CDM,247 ,diagnosis check by gender - female disease,condition_occurrence,,,,,,,,,,,,
META ,248 ,diagnosis check by gender - male disease,dev_diagnosis,,,,,,,,,,,,
META ,249 ,diagnosis check by gender - female disease,dev_diagnosis,,,,,,,,,,,,
META ,250 ,diagnosis check by age - pediatric disease  ,dev_diagnosis,,,,,,,,,,,,
META ,251 ,diagnosis check by age - adult disease,dev_diagnosis,,,,,,,,,,,,
META ,252 ,diagnosis check by age - geriatric pediatric disease ,dev_diagnosis,,,,,,,,,,,,
CDM,253 ,lab result check by gender - male,measurement,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,254 ,lab result check by gender - female,measurement,,,,,,,,,,,,
META ,255 ,lab result check by gender - male,dev_measurement,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,256 ,lab result check by gender - female,dev_measurement,,,,,,,,,,,,
CDM,257 ,lab result check by age - infant,measurement,,,,,,,,,,,,
CDM,258 ,lab result check by age - pediatric ,measurement,,,,,,,,,,,,
META ,259 ,lab result check by age - infant,dev_measurement,,,,,,,,,,,,
META ,260 ,lab result check by age - pediatric ,dev_measurement,,,,,,,,,,,,
CDM,261 ,invalid diagnosis ,condition_occurrence,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,device_exposure,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,drug_exposure,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,measurement,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,note,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,observation,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,procedure_occurrence,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,261 ,invalid diagnosis ,specimen,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_clinicalnote,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_device,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_diagnosis,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_drug,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_measurement,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_observation,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_procedure,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,262 ,invalid diagnosis ,dev_specimen,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,263 ,"identifies specific dates with excessively high number of facts, which are characterized by peaks in the data",condition_era,,,,,,Plausibility,Temporal,,Achilles,,,
CDM,263 ,"identifies specific dates with excessively high number of facts, which are characterized by peaks in the data",condition_occurrence,,,,,,Plausibility,Temporal,,Achilles,,,
